item_id,category,stock_level,reorder_point,reorder_frequency_days,lead_time_days,daily_demand,demand_std_dev,item_popularity_score,storage_location_id,zone,picking_time_seconds,handling_cost_per_unit,unit_price,holding_cost_per_unit_day,stockout_count_last_month,order_fulfillment_rate,total_orders_last_month,turnover_ratio,layout_efficiency_score,last_restock_date,forecasted_demand_next_7d,KPI_score,days_of_stock_coverage,expected_demand_during_lead_time,lead_time_stock_gap,below_reorder_point,stockout_risk,inventory_value,coverage_to_lead_time_ratio,overstock_candidate
ITM10786,Apparel,376,88,3,6,5.01,4.17,0.22,L83,D,45,4.09,78.48,0.93,5,0.89,515,14.42,0.46,2024-02-22,186.57,0.669,75.0499001996008,30.06,345.94,False,False,29508.480000000003,12.508316699933467,False
ITM10787,Pharma,121,65,3,6,15.74,7.82,0.28,L55,C,60,2.49,132.68,1.09,5,0.93,839,1.29,0.21,2024-02-22,299.02,0.436,7.687420584498094,94.44,26.560000000000002,False,False,16054.28,1.2812367640830156,False
ITM10788,Electronics,260,31,11,4,12.0,8.3,0.38,L18,A,83,2.94,164.44,0.71,1,0.79,927,6.09,0.88,2024-06-09,292.46,0.724,21.666666666666668,48.0,212.0,False,False,42754.4,5.416666666666667,False
ITM10789,Electronics,340,76,13,7,28.05,7.14,0.63,L60,A,26,3.23,67.37,0.66,0,0.91,477,1.54,0.97,2024-07-07,245.43,0.731,12.121212121212121,196.35,143.65,False,False,22905.800000000003,1.7316017316017316,False
ITM10790,Groceries,210,65,10,4,18.51,7.08,0.4,L24,A,70,3.5,63.53,1.5,9,0.76,400,3.68,0.48,2024-06-02,35.19,0.367,11.345218800648297,74.04,135.95999999999998,False,False,13341.300000000001,2.8363047001620743,False
ITM10791,Automotive,236,28,7,9,48.33,5.31,0.77,L7,B,100,0.85,158.15,0.23,7,0.93,604,14.06,0.26,2024-03-11,117.93,0.662,4.883095385888682,434.96999999999997,-198.96999999999997,False,True,37323.4,0.5425661539876313,False
ITM10792,Pharma,70,66,7,9,48.21,5.61,0.65,L34,D,150,4.7,82.39,0.69,7,0.97,128,3.09,0.43,2024-07-14,261.12,0.512,1.451980916822236,433.89,-363.89,False,True,5767.3,0.16133121298024844,False
ITM10793,Apparel,311,53,11,8,22.74,7.56,0.89,L49,A,104,3.19,165.51,1.34,1,0.83,550,9.41,0.84,2024-03-09,213.73,0.705,13.676341248900616,181.92,129.08,False,False,51473.61,1.709542656112577,False
ITM10794,Pharma,100,44,5,3,39.96,2.85,0.55,L42,D,89,4.69,198.74,0.5,3,0.77,838,5.86,0.63,2024-11-24,45.38,0.648,2.5025025025025025,119.88,-19.879999999999995,False,True,19874.0,0.8341675008341675,False
ITM10795,Apparel,402,10,5,9,1.65,2.7,0.4,L28,D,112,3.34,196.14,1.19,3,0.82,428,9.86,0.51,2024-12-12,110.99,0.618,243.63636363636365,14.85,387.15,False,False,78848.28,27.070707070707073,False
ITM10796,Automotive,107,61,9,5,27.84,9.52,1.0,L59,A,57,2.44,135.91,0.67,1,0.78,313,12.93,0.47,2024-03-14,15.63,0.735,3.843390804597701,139.2,-32.19999999999999,False,True,14542.369999999999,0.7686781609195402,False
ITM10797,Apparel,213,94,11,8,37.42,0.76,0.42,L42,C,95,3.05,81.29,1.7,8,0.7,354,5.01,0.29,2024-02-05,268.91,0.335,5.692143238909674,299.36,-86.36000000000001,False,True,17314.77,0.7115179048637092,False
ITM10798,Groceries,123,79,8,8,11.63,1.82,0.49,L44,C,79,4.23,22.44,0.76,3,0.9,537,2.1,0.47,2024-09-28,226.63,0.566,10.576096302665519,93.04,29.959999999999994,False,False,2760.1200000000003,1.3220120378331899,False
ITM10799,Groceries,290,46,4,8,4.0,5.92,0.83,L98,D,56,1.97,150.23,0.54,3,0.71,789,3.86,0.58,2024-10-15,136.4,0.595,72.5,32.0,258.0,False,False,43566.7,9.0625,False
ITM10800,Groceries,115,74,3,2,8.64,7.51,0.18,L49,B,19,4.8,195.81,1.11,3,0.76,174,7.15,0.74,2024-01-05,230.51,0.624,13.310185185185185,17.28,97.72,False,False,22518.15,6.655092592592593,False
ITM10801,Groceries,442,60,4,2,22.65,5.61,0.45,L36,D,89,2.6,22.92,0.36,4,0.92,667,8.21,0.41,2024-11-08,280.69,0.659,19.514348785871967,45.3,396.7,False,False,10130.640000000001,9.757174392935983,False
ITM10802,Pharma,398,10,3,6,25.81,3.87,0.18,L97,D,22,4.8,11.17,1.62,9,0.9,791,14.19,0.92,2024-11-28,91.17,0.611,15.420379697791555,154.85999999999999,243.14000000000001,False,False,4445.66,2.570063282965259,False
ITM10803,Automotive,217,30,12,8,19.66,9.79,0.23,L54,C,67,4.46,168.04,1.39,7,0.72,695,1.23,0.59,2024-03-25,92.89,0.399,11.03763987792472,157.28,59.72,False,False,36464.68,1.37970498474059,False
ITM10804,Apparel,20,62,12,7,22.56,7.19,0.1,L33,A,93,3.95,29.43,1.56,3,0.9,130,11.61,0.52,2024-08-13,149.97,0.623,0.8865248226950355,157.92,-137.92,True,True,588.6,0.12664640324214793,False
ITM10805,Apparel,426,25,11,9,24.04,8.4,0.11,L11,A,77,2.6,25.51,0.86,2,0.98,921,2.02,0.68,2024-06-28,215.0,0.633,17.72046589018303,216.35999999999999,209.64000000000001,False,False,10867.26,1.968940654464781,False
ITM10806,Groceries,397,70,12,6,38.7,0.88,0.44,L61,B,93,3.14,182.96,1.69,0,0.72,670,2.09,0.33,2024-04-19,297.98,0.469,10.258397932816537,232.20000000000002,164.79999999999998,False,False,72635.12000000001,1.7097329888027561,False
ITM10807,Groceries,186,63,14,3,6.16,2.74,0.83,L3,C,95,4.27,25.12,1.04,1,0.82,224,10.16,0.29,2024-11-17,57.25,0.633,30.194805194805195,18.48,167.52,False,False,4672.320000000001,10.064935064935066,False
ITM10808,Electronics,145,49,10,4,38.68,4.05,0.63,L96,C,166,2.95,31.66,0.28,3,0.92,725,13.73,0.48,2024-03-18,109.22,0.775,3.74870734229576,154.72,-9.719999999999999,False,True,4590.7,0.93717683557394,False
ITM10809,Automotive,332,35,9,2,34.74,2.23,0.67,L70,D,153,3.82,118.22,0.53,8,0.9,174,5.03,0.23,2024-07-29,115.4,0.48,9.55670696603339,69.48,262.52,False,False,39249.04,4.778353483016695,False
ITM10810,Pharma,100,89,5,8,37.34,1.19,0.57,L7,C,72,4.06,153.79,1.45,0,0.77,397,4.77,0.5,2024-11-11,220.49,0.573,2.678093197643278,298.72,-198.72000000000003,False,True,15379.0,0.3347616497054097,False
ITM10811,Apparel,437,74,10,3,36.99,2.64,0.84,L45,D,52,2.81,85.92,1.8,5,0.75,938,9.65,0.74,2024-12-17,267.11,0.547,11.814003784806705,110.97,326.03,False,False,37547.04,3.938001261602235,False
ITM10812,Electronics,270,83,4,6,24.06,5.57,0.89,L29,B,160,2.91,89.91,0.28,5,0.94,416,11.87,0.85,2024-08-14,63.3,0.788,11.221945137157109,144.35999999999999,125.64000000000001,False,False,24275.7,1.8703241895261848,False
ITM10813,Electronics,188,73,4,6,11.36,7.11,0.86,L84,C,167,1.39,130.2,1.74,9,0.99,584,13.17,0.66,2024-04-21,216.96,0.552,16.549295774647888,68.16,119.84,False,False,24477.6,2.7582159624413145,False
ITM10814,Apparel,496,52,13,2,27.29,7.85,0.83,L9,C,39,1.6,106.03,1.62,2,0.93,464,4.5,0.75,2024-02-14,273.79,0.594,18.175155734701356,54.58,441.42,False,False,52590.88,9.087577867350678,False
ITM10815,Pharma,92,26,12,6,47.94,0.91,0.26,L100,D,76,4.57,13.54,0.78,9,0.99,927,11.36,0.87,2024-02-21,45.18,0.665,1.9190654985398417,287.64,-195.64,False,True,1245.6799999999998,0.3198442497566403,False
ITM10816,Electronics,160,68,5,7,29.84,4.57,0.63,L84,C,33,4.28,31.58,1.41,8,0.88,892,5.3,0.82,2024-03-12,194.17,0.51,5.361930294906166,208.88,-48.879999999999995,False,True,5052.799999999999,0.7659900421294523,False
ITM10817,Electronics,89,32,9,6,1.54,1.66,0.62,L6,A,110,0.55,120.5,0.46,9,0.98,623,8.63,0.46,2024-03-04,68.69,0.577,57.79220779220779,9.24,79.76,False,False,10724.5,9.632034632034632,False
ITM10818,Automotive,281,16,3,5,3.93,4.6,0.58,L97,B,115,4.41,160.8,1.65,2,0.91,773,3.67,0.66,2024-10-28,137.93,0.558,71.50127226463104,19.650000000000002,261.35,False,False,45184.8,14.300254452926207,True
ITM10819,Pharma,359,53,10,9,49.65,4.62,0.53,L4,A,110,0.61,154.99,1.35,0,0.97,301,3.04,0.41,2024-07-15,46.77,0.582,7.230614300100705,446.84999999999997,-87.84999999999997,False,True,55641.41,0.8034015889000784,False
ITM10820,Electronics,327,62,14,4,4.53,5.23,0.18,L32,D,17,2.56,150.61,0.93,1,0.75,657,14.09,0.66,2024-06-28,208.25,0.757,72.18543046357615,18.12,308.88,False,False,49249.47,18.04635761589404,False
ITM10821,Pharma,264,80,9,6,3.26,8.98,0.19,L26,D,105,0.8,156.54,1.74,3,0.94,770,8.66,0.54,2024-08-07,126.4,0.577,80.98159509202455,19.56,244.44,False,False,41326.56,13.496932515337425,False
ITM10822,Apparel,22,88,6,9,18.3,8.15,0.91,L3,D,171,4.86,18.44,0.36,3,0.76,618,1.06,0.5,2024-06-10,174.5,0.57,1.2021857923497268,164.70000000000002,-142.70000000000002,True,True,405.68,0.13357619914996965,False
ITM10823,Groceries,356,43,7,9,48.5,6.55,0.67,L80,B,44,4.88,180.07,1.71,1,0.71,283,12.11,0.35,2024-03-12,161.83,0.582,7.34020618556701,436.5,-80.5,False,True,64104.92,0.8155784650630011,False
ITM10824,Electronics,82,55,12,5,16.62,8.91,0.34,L20,C,105,3.25,178.96,0.15,9,0.86,407,10.67,0.65,2024-05-06,211.26,0.649,4.9338146811070995,83.10000000000001,-1.1000000000000085,False,True,14674.720000000001,0.9867629362214199,False
ITM10825,Automotive,68,77,3,3,21.08,6.95,0.35,L31,A,59,2.26,111.07,1.53,5,0.8,375,5.56,0.78,2024-05-21,269.72,0.537,3.2258064516129035,63.239999999999995,4.760000000000005,True,False,7552.759999999999,1.0752688172043012,False
ITM10826,Apparel,95,87,6,6,32.07,8.28,0.65,L17,C,154,2.8,57.23,1.19,5,0.71,114,7.5,0.66,2024-11-26,91.13,0.555,2.962270034299969,192.42000000000002,-97.42000000000002,False,True,5436.849999999999,0.49371167238332814,False
ITM10827,Pharma,387,87,3,7,2.18,5.86,0.47,L61,D,11,3.93,122.51,1.42,2,0.99,342,7.3,0.26,2024-02-13,182.6,0.565,177.5229357798165,15.260000000000002,371.74,False,False,47411.37,25.36041939711664,False
ITM10828,Apparel,194,25,3,3,44.99,5.49,0.5,L86,C,53,1.5,116.0,0.88,0,0.9,373,4.85,0.94,2024-05-07,176.39,0.745,4.312069348744165,134.97,59.03,False,False,22504.0,1.4373564495813884,False
ITM10829,Electronics,128,80,12,9,26.45,7.38,0.15,L15,B,111,2.49,52.36,1.74,9,0.97,380,14.73,0.2,2024-10-10,101.39,0.476,4.839319470699433,238.04999999999998,-110.04999999999998,False,True,6702.08,0.5377021634110482,False
ITM10830,Pharma,202,28,3,9,23.87,0.69,0.22,L73,D,139,3.82,124.59,0.69,8,1.0,578,8.61,0.91,2024-11-03,154.88,0.668,8.462505236698785,214.83,-12.830000000000013,False,True,25167.18,0.9402783596331984,False
ITM10831,Groceries,211,11,9,8,43.18,7.06,0.45,L28,C,81,2.28,161.49,0.62,3,0.82,184,13.56,0.81,2024-11-03,21.73,0.785,4.8865215377489575,345.44,-134.44,False,True,34074.39,0.6108151922186197,False
ITM10832,Apparel,84,19,9,6,47.7,9.38,0.73,L60,A,119,0.64,163.16,0.67,8,0.78,869,9.19,0.28,2024-11-07,133.81,0.508,1.761006289308176,286.20000000000005,-202.20000000000005,False,True,13705.44,0.2935010482180293,False
ITM10833,Electronics,356,59,6,2,21.75,7.28,0.14,L90,D,146,2.78,21.34,1.57,4,0.76,468,10.66,0.39,2024-05-25,88.45,0.535,16.367816091954023,43.5,312.5,False,False,7597.04,8.183908045977011,False
ITM10834,Automotive,470,90,14,5,9.45,0.85,0.4,L33,D,138,3.82,47.46,1.04,6,0.85,179,1.41,0.48,2024-12-19,260.55,0.461,49.73544973544974,47.25,422.75,False,False,22306.2,9.947089947089948,True
ITM10835,Pharma,493,21,4,5,40.97,4.09,0.73,L99,B,112,4.9,136.96,1.12,2,0.88,985,8.17,0.93,2024-01-14,113.76,0.719,12.033195020746888,204.85,288.15,False,False,67521.28,2.4066390041493775,False
ITM10836,Apparel,290,79,14,2,20.76,8.19,0.81,L48,B,146,0.67,173.37,1.68,2,0.84,598,11.1,0.98,2024-12-03,65.74,0.704,13.96917148362235,41.52,248.48,False,False,50277.3,6.984585741811175,False
ITM10837,Apparel,119,31,5,4,46.84,9.61,0.27,L22,A,151,2.93,109.03,1.68,7,0.82,811,2.71,0.27,2024-06-03,163.6,0.346,2.5405636208368914,187.36,-68.36000000000001,False,True,12974.57,0.6351409052092228,False
ITM10838,Groceries,51,41,10,9,47.55,4.02,0.76,L78,C,36,2.52,144.43,0.41,0,0.75,618,10.5,0.52,2024-04-15,245.18,0.753,1.0725552050473186,427.95,-376.95,False,True,7365.93,0.11917280056081318,False
ITM10839,Groceries,371,93,10,8,6.63,8.49,0.96,L78,C,146,1.59,14.0,1.14,7,0.83,406,2.18,0.32,2024-09-22,112.67,0.405,55.957767722473605,53.04,317.96,False,False,5194.0,6.994720965309201,False
ITM10840,Automotive,147,10,13,7,47.87,8.71,0.92,L96,D,173,3.37,125.6,0.34,7,0.73,571,12.3,0.42,2024-11-06,255.58,0.62,3.0708167954877794,335.09,-188.08999999999997,False,True,18463.2,0.4386881136411113,False
ITM10841,Automotive,471,63,13,5,19.05,1.67,0.81,L92,D,102,1.24,192.76,1.75,2,0.96,509,14.69,0.98,2024-09-17,104.58,0.769,24.724409448818896,95.25,375.75,False,False,90789.95999999999,4.94488188976378,False
ITM10842,Electronics,421,67,8,3,32.67,8.53,0.74,L15,C,109,1.78,135.59,1.69,0,0.71,642,9.77,0.99,2024-04-06,223.32,0.701,12.886440159167432,98.01,322.99,False,False,57083.39,4.295480053055811,False
ITM10843,Electronics,388,79,12,9,2.7,3.58,0.31,L100,C,140,4.02,185.23,1.71,8,0.81,991,2.08,0.58,2024-07-19,43.42,0.375,143.7037037037037,24.3,363.7,False,False,71869.23999999999,15.96707818930041,True
ITM10844,Automotive,358,92,11,7,44.56,6.14,0.67,L21,C,126,2.57,117.54,1.44,3,0.73,651,9.21,0.35,2024-05-31,28.04,0.535,8.03411131059246,311.92,46.079999999999984,False,False,42079.32,1.1477301872274943,False
ITM10845,Automotive,62,27,13,5,32.44,5.62,0.68,L40,D,160,4.97,170.24,0.99,6,0.93,950,11.37,0.64,2024-11-26,223.9,0.647,1.9112207151664613,162.2,-100.19999999999999,False,True,10554.880000000001,0.38224414303329224,False
ITM10846,Pharma,391,15,14,8,32.53,6.8,0.47,L14,B,131,2.24,33.59,0.87,8,0.79,950,14.06,0.46,2024-01-28,116.84,0.59,12.019674146941284,260.24,130.76,False,False,13133.69,1.5024592683676605,False
ITM10847,Groceries,438,54,11,4,45.21,7.53,0.54,L75,B,119,2.58,33.47,0.85,2,0.73,681,1.64,0.94,2024-05-02,123.97,0.631,9.688122096881221,180.84,257.15999999999997,False,False,14659.859999999999,2.4220305242203053,False
ITM10848,Electronics,97,32,6,8,25.91,4.69,0.72,L4,A,82,1.85,32.83,0.23,4,0.86,663,11.85,0.85,2024-09-10,176.5,0.797,3.7437282902354303,207.28,-110.28,False,True,3184.5099999999998,0.4679660362794288,False
ITM10849,Groceries,333,32,14,3,21.12,8.94,0.96,L40,C,39,1.56,102.88,1.9,9,0.97,544,2.86,0.45,2024-07-16,296.19,0.352,15.767045454545453,63.36,269.64,False,False,34259.04,5.2556818181818175,False
ITM10850,Groceries,308,35,3,8,43.44,8.19,0.37,L74,C,28,4.65,72.75,0.96,2,0.97,588,12.07,0.21,2024-02-27,59.74,0.661,7.0902394106814,347.52,-39.51999999999998,False,True,22407.0,0.886279926335175,False
ITM10851,Automotive,289,86,3,7,37.38,7.96,0.32,L87,C,111,3.87,146.65,1.87,4,0.77,310,13.44,1.0,2024-05-03,96.96,0.666,7.731407169609416,261.66,27.339999999999975,False,False,42381.85,1.104486738515631,False
ITM10852,Pharma,181,16,14,9,47.5,4.85,0.64,L49,A,76,2.0,181.5,1.77,1,0.92,622,13.06,0.75,2024-09-12,198.12,0.711,3.8105263157894735,427.5,-246.5,False,True,32851.5,0.42339181286549704,False
ITM10853,Apparel,208,88,12,3,47.07,0.86,0.22,L51,C,59,3.65,127.68,1.67,3,0.71,185,10.14,0.54,2024-11-22,213.28,0.558,4.418950499256426,141.21,66.78999999999999,False,False,26557.440000000002,1.472983499752142,False
ITM10854,Pharma,266,53,7,9,19.73,5.18,0.62,L92,B,57,4.85,50.51,1.22,1,0.74,976,8.01,0.43,2024-10-31,214.78,0.599,13.482007095793207,177.57,88.43,False,False,13435.66,1.4980007884214674,False
ITM10855,Pharma,407,36,4,2,22.9,9.04,0.18,L26,C,12,0.83,186.87,0.29,2,0.85,658,13.24,0.2,2024-02-06,182.67,0.718,17.77292576419214,45.8,361.2,False,False,76056.09,8.88646288209607,False
ITM10856,Groceries,235,35,8,6,13.54,2.31,0.54,L10,A,75,1.69,110.29,0.72,4,0.77,710,8.27,0.32,2024-09-27,180.6,0.576,17.355982274741507,81.24,153.76,False,False,25918.15,2.8926637124569177,False
ITM10857,Pharma,334,88,9,2,33.37,9.83,0.66,L76,D,164,1.4,146.79,1.25,8,0.94,276,3.66,0.2,2024-01-07,52.95,0.392,10.008990110878035,66.74,267.26,False,False,49027.86,5.004495055439017,False
ITM10858,Electronics,432,45,3,7,18.86,8.17,0.16,L89,D,115,4.41,179.2,0.13,2,0.98,838,14.2,0.68,2024-07-03,252.04,0.868,22.90562036055143,132.01999999999998,299.98,False,False,77414.4,3.272231480078776,False
ITM10859,Groceries,358,64,8,6,39.52,7.24,0.29,L81,B,120,1.31,198.07,0.18,9,0.7,868,6.23,0.73,2024-06-11,12.58,0.571,9.058704453441296,237.12,120.88,False,False,70909.06,1.5097840755735492,False
ITM10860,Electronics,409,73,10,2,6.96,6.93,0.4,L32,B,49,1.89,106.15,1.39,5,0.77,896,9.74,0.81,2024-03-08,131.1,0.607,58.764367816091955,13.92,395.08,False,False,43415.350000000006,29.382183908045977,False
ITM10861,Apparel,396,66,14,6,6.7,6.08,0.43,L14,B,134,2.95,163.53,1.79,3,0.83,277,3.79,0.35,2024-07-17,72.47,0.448,59.1044776119403,40.2,355.8,False,False,64757.88,9.850746268656716,True
ITM10862,Groceries,452,78,7,5,11.02,7.35,0.71,L90,D,27,3.29,117.7,1.72,3,0.87,876,2.55,0.28,2024-10-18,40.26,0.432,41.01633393829401,55.099999999999994,396.9,False,False,53200.4,8.203266787658801,False
ITM10863,Apparel,187,70,14,8,5.13,4.51,0.58,L99,C,164,4.14,102.43,0.42,9,0.97,810,8.71,0.72,2024-08-03,102.65,0.632,36.45224171539961,41.04,145.96,False,False,19154.41,4.556530214424951,False
ITM10864,Groceries,358,11,9,3,31.38,8.53,0.44,L39,A,148,2.33,112.17,1.83,9,0.97,307,8.76,0.6,2024-07-06,200.58,0.468,11.408540471637986,94.14,263.86,False,False,40156.86,3.8028468238793285,False
ITM10865,Automotive,212,64,12,6,8.22,7.12,0.51,L88,A,176,2.9,102.01,1.42,4,0.89,463,6.18,0.9,2024-10-06,154.15,0.618,25.79075425790754,49.32000000000001,162.68,False,False,21626.120000000003,4.29845904298459,False
ITM10866,Pharma,472,89,8,5,8.84,7.83,0.11,L77,C,28,4.84,90.0,1.46,6,0.78,875,5.36,0.63,2024-12-15,263.32,0.487,53.39366515837104,44.2,427.8,False,False,42480.0,10.67873303167421,False
ITM10867,Automotive,302,96,6,8,1.7,8.03,0.79,L16,D,98,1.84,147.51,0.68,3,0.93,269,6.24,0.56,2024-03-29,183.91,0.653,177.64705882352942,13.6,288.4,False,False,44548.02,22.205882352941178,False
ITM10868,Apparel,355,47,9,8,39.32,1.37,0.14,L73,D,144,1.62,57.44,1.46,7,0.76,285,12.13,0.59,2024-08-29,83.41,0.546,9.02848423194303,314.56,40.44,False,False,20391.2,1.1285605289928788,False
ITM10869,Pharma,409,89,12,4,40.8,1.03,0.85,L6,A,66,3.7,127.11,1.45,8,0.99,69,6.01,0.83,2024-02-07,159.41,0.539,10.02450980392157,163.2,245.8,False,False,51987.99,2.5061274509803924,False
ITM10870,Groceries,32,87,11,9,8.94,8.11,0.59,L45,B,139,3.97,145.46,1.23,8,0.7,473,13.9,0.21,2024-01-09,75.94,0.484,3.579418344519016,80.46,-48.459999999999994,True,True,4654.72,0.3977131493910018,False
ITM10871,Pharma,259,38,12,2,37.24,2.96,0.58,L69,B,47,2.37,179.5,0.78,8,0.87,462,2.58,0.93,2024-10-27,61.81,0.556,6.954887218045112,74.48,184.51999999999998,False,False,46490.5,3.477443609022556,False
ITM10872,Electronics,339,35,12,4,22.24,6.03,0.73,L55,A,142,1.46,73.06,1.64,1,0.73,438,14.04,0.77,2024-02-04,286.96,0.703,15.242805755395684,88.96,250.04000000000002,False,False,24767.34,3.810701438848921,False
ITM10873,Pharma,465,44,9,9,12.74,4.72,0.87,L85,A,91,4.01,173.51,1.88,2,0.82,394,10.65,0.91,2024-01-08,145.73,0.66,36.49921507064364,114.66,350.34000000000003,False,False,80682.15,4.055468341182627,False
ITM10874,Electronics,166,88,14,9,31.45,0.71,0.95,L48,C,45,3.52,189.61,1.75,4,0.89,699,5.82,0.97,2024-05-14,198.85,0.595,5.278219395866455,283.05,-117.05000000000001,False,True,31475.260000000002,0.5864688217629395,False
ITM10875,Pharma,223,76,7,7,9.75,0.88,0.59,L9,C,97,4.44,133.25,0.56,0,0.91,516,1.1,0.38,2024-04-20,263.3,0.617,22.871794871794872,68.25,154.75,False,False,29714.75,3.2673992673992673,False
ITM10876,Electronics,99,96,9,5,38.09,8.36,0.24,L65,C,128,4.3,156.57,0.95,3,0.94,238,12.23,0.66,2024-01-21,103.43,0.728,2.5991073772643736,190.45000000000002,-91.45000000000002,False,True,15500.429999999998,0.5198214754528747,False
ITM10877,Apparel,398,38,5,4,3.33,6.27,0.89,L83,C,94,1.42,87.08,0.75,4,0.88,666,14.57,0.59,2024-01-31,238.82,0.733,119.51951951951952,13.32,384.68,False,False,34657.84,29.87987987987988,False
ITM10878,Automotive,62,43,4,4,48.0,5.48,0.14,L44,C,157,4.25,190.91,1.44,8,0.78,417,14.75,0.63,2024-07-22,238.76,0.575,1.2916666666666667,192.0,-130.0,False,True,11836.42,0.3229166666666667,False
ITM10879,Groceries,477,50,13,9,4.52,9.47,0.83,L2,C,142,1.29,137.46,1.68,7,0.97,434,6.93,0.24,2024-09-16,248.96,0.426,105.53097345132744,40.67999999999999,436.32,False,False,65568.42,11.72566371681416,False
ITM10880,Pharma,108,50,7,8,29.39,2.14,0.71,L54,B,33,4.39,68.93,0.51,0,0.94,992,1.99,0.93,2024-05-26,64.94,0.75,3.6747192922762846,235.12,-127.12,False,True,7444.4400000000005,0.45933991153453557,False
ITM10881,Automotive,167,32,6,5,45.21,2.95,0.91,L63,A,39,3.97,86.81,1.9,2,0.75,147,5.39,0.96,2024-11-17,289.22,0.584,3.6938730369387303,226.05,-59.05000000000001,False,True,14497.27,0.738774607387746,False
ITM10882,Groceries,114,80,7,8,1.58,7.69,0.91,L14,D,37,3.06,127.37,1.39,2,0.95,319,5.34,0.75,2024-12-30,89.69,0.632,72.15189873417721,12.64,101.36,False,False,14520.18,9.018987341772151,False
ITM10883,Groceries,471,12,10,3,25.43,7.86,0.15,L56,C,118,3.39,54.49,0.52,5,0.99,714,2.43,0.41,2024-09-13,235.28,0.56,18.521431380259536,76.28999999999999,394.71000000000004,False,False,25664.79,6.173810460086512,False
ITM10884,Electronics,447,67,14,6,18.15,4.35,0.65,L47,B,144,0.97,153.24,0.81,3,0.89,267,8.35,0.83,2024-07-31,57.07,0.714,24.62809917355372,108.89999999999999,338.1,False,False,68498.28,4.104683195592287,False
ITM10885,Apparel,170,41,6,7,29.44,9.53,0.21,L82,A,179,0.68,52.69,0.3,3,0.78,70,9.46,0.78,2024-08-04,278.03,0.748,5.77445652173913,206.08,-36.08000000000001,False,True,8957.3,0.8249223602484471,False
ITM10886,Apparel,21,40,11,7,12.05,9.41,0.17,L59,A,44,1.99,122.44,1.23,0,0.88,321,11.2,0.66,2024-12-25,134.08,0.734,1.742738589211618,84.35000000000001,-63.35000000000001,True,True,2571.24,0.24896265560165973,False
ITM10887,Automotive,395,91,9,2,4.18,0.62,0.5,L91,A,128,4.2,142.43,0.42,9,0.8,763,1.71,0.34,2024-07-24,203.91,0.429,94.49760765550239,8.36,386.64,False,False,56259.850000000006,47.248803827751196,True
ITM10888,Apparel,41,52,12,8,31.67,2.14,0.19,L20,C,43,2.6,173.35,1.42,3,0.9,209,4.86,0.36,2024-02-12,256.56,0.515,1.2946005683612252,253.36,-212.36,True,True,7107.349999999999,0.16182507104515315,False
ITM10889,Pharma,390,16,14,6,21.43,8.29,0.76,L56,C,112,1.51,149.44,1.5,0,0.86,541,5.97,0.67,2024-11-23,91.89,0.636,18.198786747550162,128.57999999999998,261.42,False,False,58281.6,3.033131124591694,False
ITM10890,Apparel,332,10,9,9,31.5,3.68,0.97,L23,D,126,4.26,161.78,1.01,4,0.98,478,13.49,0.3,2024-10-01,122.81,0.655,10.53968253968254,283.5,48.5,False,False,53710.96,1.1710758377425043,False
ITM10891,Automotive,347,70,10,2,11.32,1.41,0.61,L94,C,85,1.53,183.46,0.28,2,0.89,625,13.62,0.78,2024-10-02,100.88,0.848,30.65371024734982,22.64,324.36,False,False,63660.62,15.32685512367491,False
ITM10892,Apparel,26,23,14,7,17.6,7.96,0.31,L67,A,63,4.17,123.58,1.26,9,0.76,645,4.64,0.37,2024-11-11,92.03,0.382,1.477272727272727,123.20000000000002,-97.20000000000002,False,True,3213.08,0.211038961038961,False
ITM10893,Pharma,225,61,8,6,28.52,4.82,0.86,L84,A,38,2.54,170.79,0.81,4,0.92,634,7.82,0.93,2024-03-19,157.99,0.713,7.889200561009818,171.12,53.879999999999995,False,False,38427.75,1.314866760168303,False
ITM10894,Electronics,459,15,10,4,30.06,5.18,0.87,L35,B,147,2.59,54.06,1.9,2,0.79,621,6.95,0.92,2024-05-22,168.56,0.605,15.269461077844312,120.24,338.76,False,False,24813.54,3.817365269461078,False
ITM10895,Automotive,394,19,5,3,19.24,2.27,0.76,L79,B,36,1.73,164.8,1.08,4,0.78,915,8.37,0.43,2024-02-12,32.28,0.566,20.47817047817048,57.72,336.28,False,False,64931.200000000004,6.826056826056827,False
ITM10896,Electronics,470,80,12,9,14.72,6.78,0.65,L69,D,22,4.55,52.12,0.24,3,0.82,708,5.01,0.27,2024-06-07,205.25,0.601,31.929347826086953,132.48000000000002,337.52,False,False,24496.399999999998,3.5477053140096615,False
ITM10897,Electronics,133,99,12,4,14.41,5.74,0.88,L100,B,51,0.9,187.58,1.31,8,0.7,96,7.48,0.69,2024-02-10,131.8,0.487,9.22970159611381,57.64,75.36,False,False,24948.140000000003,2.3074253990284523,False
ITM10898,Electronics,291,39,3,3,9.56,2.46,0.25,L62,D,174,1.15,72.69,1.58,5,0.99,272,3.04,0.56,2024-09-18,267.96,0.493,30.439330543933053,28.68,262.32,False,False,21152.79,10.146443514644352,True
ITM10899,Groceries,102,30,8,9,16.94,3.73,0.94,L60,B,30,3.36,42.65,0.4,9,0.86,207,10.93,0.31,2024-04-14,266.8,0.56,6.02125147579693,152.46,-50.46000000000001,False,True,4350.3,0.6690279417552145,False
